project_number,donor_name,agency_name,recipient_name,year,usd_commitment,usd_disbursement,project_title,short_description,long_description
108267,Canada,International Development Research Centre,"Bilateral, unspecified",2016,0.0349698,0.000289875,Centre of Excellence for Civil Registration and Vital Statistics (CRVS) Systems Communications and Evaluation Budget Line,CENTRE OF EXCELLENCE FOR CIVIL REGISTRATION AND VITAL STATISTICS (CRVS) SYSTEMS COMMUNICATIONS AND EVALUATION BUDGET LINE,"Systematic registration of vital and civil events - including birth, death, causes of death, marriage, and divorce - is critical for improving maternal, newborn, child, and adolescent health. Integrated into existing health information systems, these stat"
108267,Canada,International Development Research Centre,"Bilateral, unspecified",2016,0.00471556,0.000719481,Centre of Excellence for Civil Registration and Vital Statistics (CRVS) Systems Communications and Evaluation Budget Line,CENTRE OF EXCELLENCE FOR CIVIL REGISTRATION AND VITAL STATISTICS (CRVS) SYSTEMS COMMUNICATIONS AND EVALUATION BUDGET LINE,"Systematic registration of vital and civil events - including birth, death, causes of death, marriage, and divorce - is critical for improving maternal, newborn, child, and adolescent health. Integrated into existing health information systems, these stat"
108271,Canada,International Development Research Centre,"South Asia, regional",2016,0.00149246,0.000285951,"Centre of Excellence for CRVS systems activity budget line: Contributing to global and regional level evidence, capacity, and exchange","CENTRE OF EXCELLENCE FOR CRVS SYSTEMS ACTIVITY BUDGET LINE: CONTRIBUTING TO GLOBAL AND REGIONAL LEVEL EVIDENCE, CAPACITY, AND EXCHANGE","Systematic registration of vital and civil events, such as birth, death, causes of death, marriage and divorce, is critical for improving maternal, newborn, child, and adolescent health. Integrated into existing health information systems, these statistics become valuable evidence, giving policymakers and practitioners the knowledge they need to review the circumstances leading to each maternal and child death, identify preventable factors, and take action where needed. However, such crucial information systems are lacking in many countries. It is estimated that one-third of the world's births and two-thirds of the world's deaths are not registered or are incorrectly certified. Where global norms, standards, tools, and promising practices exist, they are not readily accessible and useable to those who need them most. Funded by Global Affairs Canada and IDRC, and housed at IDRC, the Centre of Excellence for Civil Registration of Vital Statistics (CRVS) Systems will link knowledge seekers with information, tools, and expertise to facilitate the development and implementation of integrated CRVS systems. The Centre of Excellence will coordinate with existing expert groups to generate, consolidate, and disseminate information, including by developing an open-access electronic platform to make key resources readily accessible. It will facilitate exchange of good practices and capacity strengthening, and will play an important role in brokering technical assistance for countries needing more direct support. The Centre of Excellence will work closely with the Global Financing Facility in support of the Every Woman Every Child initiative to enable the development and implementation of CRVS systems plans as part of country-led investment cases for Global Financing Facility financing. This project will allow the Centre of Excellence to organize workshops, capacity-building events, seminars, conferences, and roundtables that bring together global and regional experts and stakeholders with a view to advancing the development and implementation of CRVS systems. It will support the organization of events (e.g. venues, logistics, etc.), participant attendance (e.g. airfare, accommodation, per diems, and incidentals for practitioners, experts, and institutions) from countries that are developing investment cases for Global Financing Facility financing, as well as from regional and/or global organizations where appropriate. Activities will serve to improve coordination and cooperation among global, regional, and country-level stakeholders, in addition to facilitating knowledge-sharing and best practices within and across regions."
108271,Canada,International Development Research Centre,"Bilateral, unspecified",2016,0.00746235,0.00142998,"Centre of Excellence for CRVS systems activity budget line: Contributing to global and regional level evidence, capacity, and exchange","CENTRE OF EXCELLENCE FOR CRVS SYSTEMS ACTIVITY BUDGET LINE: CONTRIBUTING TO GLOBAL AND REGIONAL LEVEL EVIDENCE, CAPACITY, AND EXCHANGE","Systematic registration of vital and civil events, such as birth, death, causes of death, marriage and divorce, is critical for improving maternal, newborn, child, and adolescent health. Integrated into existing health information systems, these statistics become valuable evidence, giving policymakers and practitioners the knowledge they need to review the circumstances leading to each maternal and child death, identify preventable factors, and take action where needed. However, such crucial information systems are lacking in many countries. It is estimated that one-third of the world's births and two-thirds of the world's deaths are not registered or are incorrectly certified. Where global norms, standards, tools, and promising practices exist, they are not readily accessible and useable to those who need them most. Funded by Global Affairs Canada and IDRC, and housed at IDRC, the Centre of Excellence for Civil Registration of Vital Statistics (CRVS) Systems will link knowledge seekers with information, tools, and expertise to facilitate the development and implementation of integrated CRVS systems. The Centre of Excellence will coordinate with existing expert groups to generate, consolidate, and disseminate information, including by developing an open-access electronic platform to make key resources readily accessible. It will facilitate exchange of good practices and capacity strengthening, and will play an important role in brokering technical assistance for countries needing more direct support. The Centre of Excellence will work closely with the Global Financing Facility in support of the Every Woman Every Child initiative to enable the development and implementation of CRVS systems plans as part of country-led investment cases for Global Financing Facility financing. This project will allow the Centre of Excellence to organize workshops, capacity-building events, seminars, conferences, and roundtables that bring together global and regional experts and stakeholders with a view to advancing the development and implementation of CRVS systems. It will support the organization of events (e.g. venues, logistics, etc.), participant attendance (e.g. airfare, accommodation, per diems, and incidentals for practitioners, experts, and institutions) from countries that are developing investment cases for Global Financing Facility financing, as well as from regional and/or global organizations where appropriate. Activities will serve to improve coordination and cooperation among global, regional, and country-level stakeholders, in addition to facilitating knowledge-sharing and best practices within and across regions."
3390/A0/04/015/004,UNICEF,UNICEF,Peru,2016,1.818e-05,1.818e-05,REGISTRATION OF BIRTH OF INDIGENOUS CHIL,REGISTRATION OF BIRTH OF INDIGENOUS CHIL,REGISTRATION OF BIRTH OF INDIGENOUS CHIL
4550/A0/05/206/004,UNICEF,UNICEF,Tanzania,2016,0.00170011,0.00170011,BIRTH REGISTRATION,BIRTH REGISTRATION,BIRTH REGISTRATION
2700/A0/05/006/005,UNICEF,UNICEF,Malaysia,2016,0.00061067,0.00061067,OUTPUT 2.3 : BIRTH REGISTRATION,OUTPUT 2.3 : BIRTH REGISTRATION,OUTPUT 2.3 : BIRTH REGISTRATION
0690/A0/04/910/003,UNICEF,UNICEF,Cameroon,2016,0.138277,0.138277,BIRTH REGISTRATION,BIRTH REGISTRATION,BIRTH REGISTRATION
6810/A0/06/884/002,UNICEF,UNICEF,Angola,2016,0.430475,0.430475,BIRTH REGISTRATION,BIRTH REGISTRATION,BIRTH REGISTRATION
1410/A0/05/005/005,UNICEF,UNICEF,Ethiopia,2016,0.449832,0.449832,005 BIRTH REGISTRATION,005 BIRTH REGISTRATION,005 BIRTH REGISTRATION
4380/A0/05/113/003,UNICEF,UNICEF,Uganda,2016,0.465342,0.465342,OUTPUT 3.3 BIRTH REGISTRATION,OUTPUT 3.3 BIRTH REGISTRATION,OUTPUT 3.3 BIRTH REGISTRATION
1860/A0/05/002/003,UNICEF,UNICEF,Honduras,2016,0.029881,0.029881,BIRTH REGISTRATION,BIRTH REGISTRATION,BIRTH REGISTRATION
4380/A0/04/107/002,UNICEF,UNICEF,Uganda,2016,0.531351,0.531351,IR 3.2 BIRTH REGISTRATION,IR 3.2 BIRTH REGISTRATION,IR 3.2 BIRTH REGISTRATION
3900/A0/07/886/006,UNICEF,UNICEF,Sierra Leone,2016,0.0328176,0.0328176,6.6 BIRTH REGISTRATION,6.6 BIRTH REGISTRATION,6.6 BIRTH REGISTRATION
6890/A0/05/402/007,UNICEF,UNICEF,Mozambique,2016,0.636171,0.636171,BIRTH REGISTRATION,BIRTH REGISTRATION,BIRTH REGISTRATION
2400/A0/05/003/002,UNICEF,UNICEF,Kenya,2016,0.166287,0.166287,OUTPUT 2 : BIRTH REGISTRATION,OUTPUT 2 : BIRTH REGISTRATION,OUTPUT 2 : BIRTH REGISTRATION
SCR.CTR.372589,EU Institutions,European Commission,"Africa, regional",2016,0,1.76932,Towards universal birth registration in Africa,TOWARDS UNIVERSAL BIRTH REGISTRATION IN AFRICA,Towards universal birth registration in Africa
SCR.CTR.286011,EU Institutions,European Commission,"Bilateral, unspecified",2016,0,0.529315,"BREAKING WITH BROKEN SYSTEMS THROUGH A PARTNERSHIP FOR THE  LEGAL IDENTITY  OF  AFRICAN, ASIAN AND PACIFIC ISLANDS CHILDREN","BREAKING WITH BROKEN SYSTEMS THROUGH A PARTNERSHIP FOR THE  LEGAL IDENTITY  OF  AFRICAN, ASIAN AND PACIFIC ISLANDS CHILDREN",Supporting Birth registration
108029,Canada,International Development Research Centre,Ethiopia,2016,0,0.0274785,Community-Based Cause of Death Study Linked to Maternal and Child Health Program and Vital Statistics in Ethiopia (IMCHA),COMMUNITY-BASED CAUSE OF DEATH STUDY LINKED TO MATERNAL AND CHILD HEALTH PROGRAM AND VITAL STATISTICS IN ETHIOPIA (IMCHA),"While Ethiopia has successfully reduced under-five childhood mortality, there have been slower gains in reducing neonatal (newborn) and maternal mortality rates. About 220,000 children and mothers die every year in Ethiopia. For most, the causes of death are unknown as fewer than 30% of Ethiopia's births and deaths are registered. The lack of information makes evidence-based decision-making difficult.As part of national efforts to strengthen civil registration and vital statistics, the goal of this project is to overcome the maternal, newborn, and child health Know-Do Gap in Ethiopia by piloting a low-cost, high-quality cause-of-death (COD) data collection and monitoring system at the national level. This will enable the development of scalable solutions to address critical gaps in maternal and child mortality that can influence local, national, and global efforts.This project aims to generate a national open-source catalogue for COD data from 1990 onward. It will also pilot a Global Resource to Accelerate Accurate Death Estimation and Evaluation (GRADE) platform to decrease the cost, while increasing the quality and feasibility, of COD surveys. This project will increase the quality of local evidence to help guide Ethiopian priorities by building awareness of causes of maternal, childhood, and neonatal deaths. It will also contribute to emerging evidence at the global level under the Centre of Excellence for Civil Registration and Vital Statistics Systems. This is part of Canada's contribution to the work being undertaken through the Global Financing Facility focusing on the challenges facing many high burden countries to improve maternal, newborn, child, and adolescent health.The project will provide Ethiopia with its first-ever representative data on the causes of neonatal and maternal deaths, which will serve to better identify gaps in health services for mothers and children. The evidence will link causes of death to maternal and child health outcomes, which can be used to inform future policy. This will help Ethiopia to achieve its commitment to reduce preventable deaths by 40% by 2030, as proposed by the new UN Sustainable Development Goals.This project is part of the Innovating for Maternal and Child Health in Africa (IMCHA) initiative (2014-2020), a seven-year, $CA36 million multi-donor partnership funded by Global Affairs Canada, the Canadian Institutes of Health Research, and Canada's International Development Research Centre."
